ear,mar,eye_close,mouth_open,label,class,image
0.30930135266387637,0.0,0.0,0.0,0,alert,image_11832.jpg
0.2614969668363506,0.16017647700910553,0.0,0.0,0,alert,image_2160 (3).jpg
0.18949695330943267,0.00837384670815618,1.0,0.0,0,alert,img_f_14036.jpg
0.2406014513285974,0.0,0.0,0.0,0,alert,img_c_11948.jpg
0.28565290279949107,0.0,0.0,0.0,0,alert,img_c_4031.jpg
0.3243576764274296,0.0,0.0,0.0,0,alert,img_i_6786.jpg
0.3174705321605089,0.0,0.0,0.0,0,alert,img_i_13862.jpg
0.2920220553769534,0.0,0.0,0.0,0,alert,image_8526.jpg
0.3245103788687329,0.008695652098298678,0.0,0.0,0,alert,image__3074 (2).jpg
0.2795724397918312,0.0,0.0,0.0,0,alert,img_f_16153.jpg
0.31051780186905964,0.004537866511666981,0.0,0.0,0,alert,img_k_3120.jpg
0.298782339015514,0.0,0.0,0.0,0,alert,img_i_1943.jpg
0.3009247772005388,0.01159035703027743,0.0,0.0,0,alert,img_e_3277.jpg
0.2588230250327197,0.006399614969786011,0.0,0.0,0,alert,img_h_15690.jpg
0.27974969374559344,0.004793916719728625,0.0,0.0,0,alert,img_k_14790.jpg
0.2802079523791574,0.0,0.0,0.0,0,alert,img_f_11600.jpg
0.28588135719725194,0.0,0.0,0.0,0,alert,img_h_660 - Copy.jpg
0.2961252037359712,0.007452524868423146,0.0,0.0,0,alert,img_f_493.jpg
0.24973632017172792,0.0,0.0,0.0,0,alert,image_1537 (3).jpg
0.31934356347435067,0.0,0.0,0.0,0,alert,image_11629.jpg
0.2546944749111657,0.006429040461898063,0.0,0.0,0,alert,img_h_4620.jpg
0.2942468493082192,0.0,0.0,0.0,0,alert,img_i_2523.jpg
0.250289525481729,0.006445043740275906,0.0,0.0,0,alert,img_h_1980.jpg
0.2660044686929397,0.0,0.0,0.0,0,alert,img_c_12528.jpg
0.3362010916123851,0.0,0.0,0.0,0,alert,img_i_6989.jpg
0.30987354239888865,0.0,0.0,0.0,0,alert,img_j_4698.jpg
0.28899671832787416,0.0,0.0,0.0,0,alert,img_f_5133.jpg
0.2779901922671318,0.0,0.0,0.0,0,alert,image_150.jpg
0.29679050896414005,0.0,0.0,0.0,0,alert,img_f_5655.jpg
0.3540754168495336,0.009513029792592146,0.0,0.0,0,alert,image_0185.jpg
0.30053941278358054,0.0,0.0,0.0,0,alert,image_17516.jpg
0.3697397727565072,0.0,0.0,0.0,0,alert,image_0191.jpg
0.24783500943432893,0.006443036792915484,0.0,0.0,0,alert,img_h_1770.jpg
0.31394524479754526,0.0,0.0,0.0,0,alert,img_i_9338.jpg
0.33074673298490165,0.0,0.0,0.0,0,alert,img_i_13137.jpg
0.3057626178094276,0.004910345341157748,0.0,0.0,0,alert,img_k_12450.jpg
0.3327586876064471,0.0,0.0,0.0,0,alert,image_0378.jpg
0.3342250224610004,0.021727581505428153,0.0,0.0,0,alert,img_e_1110.jpg
0.31926076185921914,0.006734655685148979,0.0,0.0,0,alert,img_i_17806.jpg
0.25542020359786666,0.0,0.0,0.0,0,alert,img_h_14940.jpg
0.31019842790916724,0.0,0.0,0.0,0,alert,image_3103.jpg
0.268755830093227,0.0,0.0,0.0,0,alert,img_f_3973.jpg
0.2939825545589131,0.004718188525972856,0.0,0.0,0,alert,image__1131.jpg
